longitude,latitude,SAUID,SAFIELD000,SAFIELD001,SAFIELD002,SAFIELD003,SAFIELD004,SAFIELD005,SAFIELD006
138.8855997,37.7527523,4362,EA083,街区多角点節点,194562.861,33978.239,7.821,38.58, 
138.8825303,37.7540372,4363,EA082,街区多角点節点,194704.345,33707.18,4.871,38.573, 
138.8865464,37.7534805,4364,EA081,街区多角点節点,194644.029,34061.321,4.702,38.577, 
138.8885023,37.7551668,4365,EA080,街区多角点節点,194831.882,34232.89,4.004,38.572, 
138.8944711,37.7558755,4100,EA049,街区多角点節点,194912.732,34758.502,2.642,38.572, 
138.8977584,37.7534208,4142,EA067,街区多角点節点,194641.53,35049.322,2.746,38.583, 
138.8978044,37.7552942,4143,EA066,街区多角点節点,194849.46,35052.498,1.981,38.576, 
138.8994818,37.7517234,4358,EA087,街区多角点節点,194453.809,35201.986,2.272,38.591, 
138.8914117,37.7638945,3998,EA017,街区多角点節点,195801.567,34485.201,3.407,38.54, 
138.8834574,37.7585663,4631,EA056,街区多角点節点,195207.335,33786.81,6.564,38.556, 
138.8881797,37.7573619,4097,EA052,街区多角点節点,195075.385,34203.454,3.772,38.563, 
138.8878619,37.7590127,4098,EA051,街区多角点節点,195258.478,34174.69,3.787,38.557, 
138.8919437,37.75683,4099,EA050,街区多角点節点,195017.731,34535.363,3.175,38.567, 
138.8812755,37.7619191,4103,EA046,街区多角点節点,195578.649,33593.043,6.745,38.543,撤去及び亡失
138.8839893,37.7612731,4104,EA045,街区多角点節点,195507.927,33832.448,4.864,38.546,撤去及び亡失
138.8866358,37.7606943,4105,EA044,街区多角点節点,195444.654,34065.895,5.909,38.55, 
138.8876243,37.7605732,4106,EA043,街区多角点節点,195431.57,34153.041,4.431,38.551, 
138.8884832,37.7602457,4107,EA042,街区多角点節点,195395.549,34228.88,4.069,38.552, 
138.8904714,37.7596912,4108,EA041,街区多角点節点,195334.739,34404.309,3.445,38.555, 
138.8911438,37.759623,4109,EA040,街区多角点節点,195327.408,34463.585,3.116,38.556, 
138.8782848,37.763505,4112,EA037,街区多角点節点,195753.571,33328.833,8.078,38.535, 
138.8790684,37.7654582,4113,EA036,街区多角点節点,195970.623,33396.998,6.588,38.528, 
138.8804835,37.7641568,4114,EA034,街区多角点節点,195826.706,33522.255,5.474,38.534, 
138.8807427,37.7646514,4115,EA033,街区多角点節点,195881.68,33544.877,5.5,38.532, 
138.8821251,37.764454,4116,EA032,街区多角点節点,195860.276,33666.755,6.943,38.533, 
138.8829962,37.7623605,4117,EA031,街区多角点節点,195628.247,33744.456,6.646,38.542, 
138.8834446,37.7626912,4118,EA030,街区多角点節点,195665.117,33783.814,7.268,38.541, 
138.8836082,37.7645104,4119,EA029,街区多角点節点,195867.06,33797.393,6.802,38.534, 
138.8858852,37.7616849,4120,EA028,街区多角点節点,195554.313,33999.301,4.596,38.546, 
138.8874366,37.764473,4121,EA027,街区多角点節点,195864.307,34134.711,4.436,38.536, 
138.8892204,37.7616636,4122,EA026,街区多角点節点,195553.165,34293.173,3.943,38.547, 
138.8903324,37.7619552,4123,EA025,街区多角点節点,195585.94,34391.016,3.557,38.547, 
138.8909304,37.7617651,4124,EA024,街区多角点節点,195565.067,34443.788,3.302,38.548, 
138.8929742,37.7616384,4125,EA023,街区多角点節点,195551.752,34623.929,2.797,38.549, 
138.8899264,37.7633742,4126,EA022,街区多角点節点,195743.27,34354.58,3.624,38.541, 
138.8806031,37.7676775,4128,EA020,街区多角点節点,196217.478,33531.208,8.684,38.521, 
138.8821951,37.7661701,4129,EA019,街区多角点節点,196050.753,33672.146,7.273,38.527, 
138.8870065,37.765435,4130,EA018,街区多角点節点,195970.913,34096.379,4.854,38.532, 
138.8780803,37.7578153,4133,EA076,街区多角点節点,195122.058,33313.367,6.341,38.557, 
138.8747861,37.7592588,4144,EA065,街区多角点節点,195281.089,33022.461,7.041,38.55, 
138.8756038,37.759739,4145,EA064,街区多角点節点,195334.676,33094.302,6.838,38.548, 
138.8769059,37.7597689,4146,EA063,街区多角点節点,195338.453,33209.012,6.67,38.549, 
138.8770861,37.760296,4147,EA062,街区多角点節点,195397.014,33224.652,6.577,38.547, 
138.877592,37.7606342,4148,EA061,街区多角点節点,195434.721,33269.087,6.466,38.546, 
138.8802565,37.7586674,4149,EA060,街区多角点節点,195217.394,33504.737,6.39,38.554, 
