longitude,latitude,SAUID,SAFIELD000,SAFIELD001,SAFIELD002,SAFIELD003,SAFIELD004,SAFIELD005,SAFIELD006,SAFIELD007,SAFIELD008,SAFIELD009
139.2168658,37.9110808,653,6013A,街区三角点,212306.8,63034.141,2.452,38.996,0.999949,375439.891,1391300.7169, 
139.2230767,37.9133063,654,6012A,街区三角点,212558.014,63578.36,1.599,39.02,0.99995,375447.9028,1391323.0762, 
139.1858764,37.916347,656,6010A,街区三角点,212870.774,60304.908,3.266,38.819,0.999945,375458.8492,1391109.1552, 
139.2185996,37.9161988,657,6009A,街区三角点,212875.994,63182.227,16.262,38.985,0.999949,375458.3156,1391306.9589, 
139.203597,37.9164165,658,6008A,街区三角点,212890.102,61862.934,1.107,38.905,0.999947,375459.0996,1391212.9494, 
139.1704322,37.9170411,659,6007A,街区三角点,212937.938,58946.421,2.044,38.745,0.999943,375501.3482,1391013.5559, 
139.1813196,37.9192145,660,6006A,街区三角点,213186.091,59901.926,1.221,38.788,0.999944,375509.1723,1391052.7507, 
139.1922295,37.9204883,661,6005A,街区三角点,213334.534,60860.091,1.936,38.836,0.999946,375513.7581,1391132.0264, 
139.2223239,37.9209548,662,6004A,街区三角点,213406.381,63505.594,2.277,38.987,0.99995,375515.4375,1391320.3663, 
139.1828235,37.924434,664,6002A,街区三角点,213766.354,60029.901,1.555,38.778,0.999944,375527.9627,1391058.1644, 
139.187732,37.9269015,665,6001A,街区三角点,214043.375,60459.423,1.553,38.794,0.999945,375536.8454,1391115.8355, 
139.2311125,37.9158419,655,6011A,街区三角点,212844.949,64282.731,1.631,39.055,0.999951,375457.0312,1391352.0051, 
139.2311588,37.9231024,663,6003A,街区三角点,213650.793,64280.482,2.088,39.028,0.999951,375523.1689,1391352.1718, 
139.0658923,37.9366814,868,2004A,街区三角点,215056.777,49741.644,1.88,38.31,0.99993,375612.0532,1390357.2123,撤去及び亡失
139.0672035,37.9396126,869,2003A,街区三角点,215382.804,49854.929,1.79,38.31,0.999931,375622.6057,1390401.933, 
139.0581272,37.9428078,870,2002A,街区三角点,215732.601,49055.023,3.19,38.28,0.99993,375634.1082,1390329.2581, 
139.0743911,37.9458126,871,2001A,街区三角点,216074.788,50482.44,0.82,38.31,0.999931,375644.9258,1390427.8078, 
139.0841947,37.938264,899,1029A,街区三角点,215242.354,51349.338,10.93,38.36,0.999932,375617.7507,1390503.1013, 
139.0886108,37.9427504,906,1022A,街区三角点,215742.719,51734.353,5.52,38.36,0.999933,375633.9016,1390518.999, 
139.0825875,37.9436157,907,1021A,街区三角点,215835.427,51204.342,-0.95,38.34,0.999932,375637.0166,1390457.3149, 
139.094189,37.945522,908,1020A,街区三角点,216053.43,52222.679,0.7,38.37,0.999934,375643.879,1390539.0806, 
139.0791086,37.948175,913,1015A,街区三角点,216339.534,50895.439,-0.36,38.32,0.999932,375653.43,1390444.7913, 
139.0896828,37.9481201,914,1014A,街区三角点,216339.275,51824.809,0.48,38.35,0.999933,375653.2325,1390522.8584, 
139.0849493,37.9497362,916,1012A,街区三角点,216516.015,51407.662,2.8,38.34,0.999933,375659.0504,1390505.8174, 
139.0954498,37.9500402,918,1010A,街区三角点,216555.609,52330.28,0.82,38.37,0.999934,375700.1451,1390543.6193, 
139.0882677,37.9539873,919,1009A,街区三角点,216989.666,51696.328,4.16,38.34,0.999933,375714.3545,1390517.7641, 
139.0981283,37.9374197,898,1030A,街区三角点,215156.411,52574.673,2.89,38.41,0.999934,375614.711,1390553.262, 
139.1235617,37.9384611,900,1028A,街区三角点,215286.651,54809.482,0.84,38.49,0.999937,375618.4602,1390724.8222, 
139.1077086,37.9386132,901,1027A,街区三角点,215294.327,53415.913,3.39,38.44,0.999935,375619.0078,1390627.7511, 
139.1167119,37.9390245,902,1026A,街区三角点,215345.175,54206.983,0.18,38.47,0.999936,375620.4885,1390700.163, 
139.1456327,37.9427602,903,1025A,街区三角点,215776.994,56746.18,1.09,38.56,0.99994,375633.9367,1390844.2778, 
139.1140772,37.9427557,904,1024A,街区三角点,215757.755,53972.675,3.11,38.45,0.999936,375633.9207,1390650.6782, 
139.1055725,37.942692,905,1023A,街区三角点,215745.797,53225.214,10.97,38.42,0.999935,375633.6916,1390620.0612, 
139.0997916,37.9465655,909,1019A,街区三角点,216172.409,52714.346,0.8,38.39,0.999934,375647.636,1390559.25, 
139.1107559,37.9466143,910,1018A,街区三角点,216184.084,53677.948,3.25,38.42,0.999935,375647.8116,1390638.7215, 
139.1432439,37.9467818,911,1017A,街区三角点,216221.889,56533.143,1.93,38.54,0.999939,375648.4146,1390835.6783, 
139.1164297,37.9473636,912,1016A,街区三角点,216270.537,54176.057,3.32,38.44,0.999936,375650.5093,1390659.1471, 
139.1526601,37.9482636,915,1013A,街区三角点,216392.102,57359.568,1.13,38.58,0.999941,375653.749,1390909.5766, 
139.1068187,37.9496967,917,1011A,街区三角点,216523.928,53329.681,2.45,38.4,0.999935,375658.9083,1390624.5474, 
139.0994084,37.9539983,920,1008A,街区三角点,216997.126,52675.356,0.75,38.37,0.999934,375714.394,1390557.8704, 
139.1055717,37.9541447,921,1007A,街区三角点,217016.875,53216.887,1.3,38.39,0.999935,375714.921,1390620.0586, 
139.1390258,37.9553933,922,1006A,街区三角点,217175.094,56155.868,0.29,38.5,0.999939,375719.416,1390820.4932, 
139.1585348,37.9561918,923,1005A,街区三角点,217275.65,57869.65,12.73,38.58,0.999941,375722.2904,1390930.7253, 
139.1462769,37.9565973,924,1004A,街区三角点,217313.122,56792.155,16.62,38.53,0.99994,375723.7505,1390846.5972, 
139.1518636,37.9567175,925,1003A,街区三角点,217329.882,57282.997,8.87,38.55,0.99994,375724.1832,1390906.7091, 
139.1370587,37.9600371,926,1002A,街区三角点,217689.307,55979.475,2.54,38.49,0.999939,375736.1336,1390813.4116, 
139.1443899,37.963538,772,1001A,街区三角点,218082.291,56620.999,2.03,38.5,0.999939,375748.7369,1390839.8039, 
