138.9904,37.878876
139.10106,37.885254
138.99303,37.873913
139.06001,37.912327
139.04124,37.892662
139.1024,37.899406
139.00111,37.90258
139.1095,37.907284
139.10625,37.87669
139.04083,37.902397
139.11446,37.78626
138.99155,37.884136
139.01706,37.768223
139.0935,37.92063
139.20744,37.920235
139.0926,37.871017
138.94891,37.860157
139.01909,37.867687
139.04128,37.915855
139.12224,37.92218
139.10428,37.87581
139.0701,37.902195
139.12717,37.880535
139.13931,37.85717
139.07349,37.903305
139.08617,37.862926
139.08635,37.896446
139.0654,37.900654
139.13216,37.85925
139.08821,37.871975
139.06941,37.908035
139.04486,37.92384
139.03804,37.89129
139.09772,37.928474
139.0684,37.894302
139.11642,37.92383
139.03139,37.89232
139.0961,37.87201
139.06857,37.910706
139.06502,37.907585
139.04547,37.92386
139.03003,37.88907
139.04623,37.908722
138.87126,37.770554
138.95456,37.867268
139.06181,37.90011
138.88539,37.756836
139.02664,37.888084
138.95152,37.8674
138.94089,37.750057
139.01892,37.8306
139.04694,37.920673
138.98572,37.88437
139.05952,37.914154
139.0022,37.895714
138.94878,37.865566
139.03755,37.89464
139.05798,37.901752
139.10162,37.937164
139.00287,37.893955
139.06126,37.925835
139.05948,37.913925
139.03123,37.903156
139.01291,37.907833
139.12456,37.798508
139.04921,37.924473
138.9879,37.888557
139.00934,37.87407
139.04538,37.921402
139.03816,37.90106
139.04715,37.92587
139.01775,37.858765
139.10175,37.915104
138.96886,37.87931
139.19058,37.937946
139.03374,37.91762
139.0417,37.925224
139.10199,37.832813
139.08705,37.869812
139.03238,37.88703
139.11424,37.942493
139.04718,37.92481
139.05495,37.906734
139.06996,37.891586
139.0406,37.86832
139.16042,37.918846
139.1041,37.93303
139.21739,37.913574
139.00647,37.720547
138.87419,37.78488
139.12451,37.798485
138.97687,37.87864
138.984,37.879635
139.08757,37.939983
139.01245,37.9061
139.10428,37.875828
139.1464,37.857006
139.04726,37.92654
139.0453,37.924953
139.04329,37.920822
139.04527,37.9211
139.09096,37.923477
139.04604,37.9247
138.98892,37.88273
139.07602,37.91034
139.04588,37.92654
139.09813,37.946358
139.04832,37.928875
139.14519,37.953808
138.97194,37.871506
139.0967,37.945904
139.09377,37.918476
139.06157,37.91467
139.21494,37.917286
138.97874,37.88334
139.07027,37.90304
139.05962,37.907692
139.12968,37.8841
139.05885,37.908993
138.90353,37.815132
139.06125,37.925907
139.01843,37.82909
139.11644,37.93102
139.09464,37.917187
139.01573,37.90577
139.04565,37.91998
139.03163,37.91728
139.09282,37.871567
138.91904,37.847717
139.10938,37.934387
139.101,37.913933
139.08307,37.903397
139.06445,37.900425
139.033,37.886974
139.03082,37.89381
138.98296,37.882698
139.01363,37.91159
139.06223,37.91329
139.09279,37.923653
139.09859,37.91084
139.11769,37.79467
139.09715,37.911125
139.04744,37.906525
138.95323,37.865932
139.07027,37.91066
139.15024,37.953285
139.05699,37.908115
139.08217,37.898376
139.1248,37.922096
138.92357,37.79434
138.8909,37.717625
138.94867,37.865566
