longitude,latitude,SAUID,SAFIELD000,SAFIELD001,SAFIELD002,SAFIELD003,SAFIELD004,SAFIELD005
139.1246528,37.8065066,16681,7A566,補助点,200642.376,55003.416,4.674, 
139.1224377,37.8072651,16682,7A565,補助点,200725.254,54807.806,4.197, 
139.1218598,37.8065333,16683,7A564,補助点,200643.699,54757.452,4.398, 
139.124544,37.8072674,16684,7A563,補助点,200726.743,54993.265,4.633, 
139.1245337,37.808194,16685,7A562,補助点,200829.57,54991.674,4.585, 
139.1225152,37.8076793,16686,7A561,補助点,200771.266,54814.313,4.231, 
139.1234295,37.8083448,17387,7A560,補助点,200845.66,54894.338,4.232, 
138.9240792,37.8617847,19873,8B288,補助点,206678.214,37314.072,7.756, 
138.9238864,37.862037,19874,8B287,補助点,206706.145,37296.981,12.211, 
138.9230178,37.8626484,19875,8B286,補助点,206773.645,37220.253,10.988, 
138.9224301,37.8629458,19876,8B285,補助点,206806.426,37168.398,6.364, 
138.9223945,37.863488,19877,8B284,補助点,206866.587,37164.985,4.298, 
138.9370538,37.8576027,19878,8B283,補助点,206219.341,38457.877,2.92, 
138.9368824,37.8577715,19879,8B282,補助点,206238.012,38442.708,3.356, 
138.9396893,37.8533983,19880,8B281,補助点,205753.811,38691.979,2.194, 
138.940897,37.8581754,19352,8B248,補助点,206284.49,38795.749,1.323, 
138.9223756,37.8486751,19963,8B454,補助点,205222.594,37170.766,2.305, 
138.9219994,37.8492751,19964,8B453,補助点,205289.029,37137.358,3.135, 
138.9216766,37.8495698,19965,8B452,補助点,205321.601,37108.794,3.044, 
138.9212129,37.8502803,19966,8B451,補助点,205400.279,37067.635,2.709, 
138.920525,37.8498433,19967,8B450,補助点,205351.507,37007.311,2.894, 
138.9202842,37.8496381,19968,8B449,補助点,205328.632,36986.222,3.135, 
138.9200898,37.8498543,19969,8B448,補助点,205352.558,36969.014,3.337, 
138.9197255,37.8497541,19970,8B447,補助点,205341.286,36937.002,3.277, 
138.9197007,37.850304,19971,8B446,補助点,205402.304,36934.543,3.517, 
138.9222826,37.8499479,19972,8B445,補助点,205363.818,37161.937,2.946, 
138.9191245,37.8504734,19973,8B444,補助点,205420.883,36883.752,3.657, 
138.918688,37.8511353,19974,8B443,補助点,205494.163,36845.019,3.062, 
138.9189595,37.851232,19975,8B442,補助点,205505.006,36868.85,2.983, 
138.9187474,37.8514875,19976,8B441,補助点,205533.286,36850.067,3.811, 
138.9194383,37.8518137,19977,8B440,補助点,205569.752,36910.703,3.829, 
138.9192381,37.8522865,19978,8B439,補助点,205622.151,36892.844,5.46, 
138.9199566,37.8525876,19979,8B438,補助点,205655.855,36955.929,5.306, 
138.9164737,37.8514505,19980,8B437,補助点,205528.273,36649.999,9.037, 
138.9174268,37.8518372,19981,8B436,補助点,205571.578,36733.674,8.88, 
138.9187747,37.8524819,19982,8B435,補助点,205643.654,36851.977,11.057, 
138.9191152,37.852568,19983,8B434,補助点,205653.348,36881.899,11.032, 
138.9195033,37.8526468,19984,8B433,補助点,205662.243,36916.002,12.352, 
138.9193673,37.8534211,19985,8B432,補助点,205748.121,36903.652,23.338, 
138.9193973,37.8536108,19986,8B431,補助点,205769.181,36906.192,23.885, 
138.919443,37.8544655,19987,8B430,補助点,205864.069,36909.791,25.141, 
138.9214793,37.8533266,19988,8B429,補助点,205738.478,37089.553,4.976,撤去及び亡失
138.9266018,37.8491543,19989,8B428,補助点,205277.46,37542.441,2.316, 
138.9259695,37.8501649,19990,8B427,補助点,205389.364,37486.282,2.223, 
138.9256754,37.8503954,19991,8B426,補助点,205414.831,37460.284,2.068, 
138.9249104,37.8501003,19992,8B425,補助点,205381.772,37393.119,1.929, 
138.9457524,37.8650758,20563,8B083,補助点,207052.364,39219.34,14.886, 
138.9460222,37.8651448,20564,8B082,補助点,207060.134,39243.034,13.602, 
138.9461468,37.8655994,20565,8B081,補助点,207110.633,39253.751,17.566, 
138.946389,37.866234,20566,8B080,補助点,207181.161,39274.737,20.801, 
138.9464791,37.8670527,20567,8B079,補助点,207272.064,39282.226,24.359, 
138.9414568,37.8529471,20568,8B078,補助点,205704.479,38847.751,3.161, 
138.9187481,37.8496265,19421,8B457,補助点,205326.747,36851.057,2.909, 
138.9190064,37.8496982,19422,8B456,補助点,205334.805,36873.744,3.019, 
138.9192564,37.8496402,19423,8B455,補助点,205328.46,36895.775,3.101, 
138.9250461,37.8498378,19993,8B424,補助点,205352.699,37405.194,2.384, 
138.9242999,37.849496,19994,8B423,補助点,205314.461,37339.696,2.53, 
138.9234673,37.8493165,19995,8B422,補助点,205294.213,37266.516,2.272, 
138.9306047,37.864765,19997,8B180,補助点,207011.613,37886.729,8.845, 
138.9300186,37.8647981,19998,8B179,補助点,207015.043,37835.134,6.394, 
138.9298001,37.8645915,19999,8B178,補助点,206992.026,37816.012,5.397, 
138.9298234,37.8635994,20000,8B177,補助点,206881.936,37818.576,7.558, 
138.9298175,37.8633305,20001,8B176,補助点,206852.084,37818.19,8.831, 
138.9298124,37.8629326,20002,8B175,補助点,206807.923,37817.942,11.054, 
138.9296212,37.8627323,20003,8B174,補助点,206785.616,37801.226,1.843, 
138.9293982,37.8629089,20004,8B173,補助点,206805.125,37781.511,1.987, 
138.928468,37.8633288,20005,8B172,補助点,206851.347,37699.453,2.082, 
138.9272227,37.8640125,20006,8B171,補助点,206926.726,37589.534,1.469, 
138.9268859,37.8638566,20007,8B170,補助点,206909.286,37559.981,1.962, 
138.9246391,37.8645519,20008,8B169,補助点,206985.559,37361.946,1.888, 
138.9261758,37.8677642,20009,8B168,補助点,207342.681,37495.527,9.362, 
138.9259207,37.8644459,20010,8B167,補助点,206974.304,37474.768,1.718,撤去及び亡失
138.9263015,37.8645633,20011,8B166,補助点,206987.481,37508.209,1.938, 
138.9259745,37.8650618,20012,8B165,補助点,207042.682,37479.186,2.033, 
138.9263871,37.8652471,20013,8B164,補助点,207063.415,37515.393,2.175, 
138.9240994,37.8657893,20014,8B163,補助点,207122.666,37313.831,1.68, 
138.9239096,37.8660128,20015,8B162,補助点,207147.397,37297.026,1.905, 
138.9248058,37.8663443,20016,8B161,補助点,207184.544,37375.707,2.05,撤去及び亡失
138.9247007,37.8666167,20017,8B160,補助点,207214.739,37366.326,2.222,撤去及び亡失
138.9263201,37.8671929,20018,8B159,補助点,207279.331,37508.512,8.534, 
138.9255237,37.8669178,20019,8B158,補助点,207248.483,37438.582,2.468,撤去及び亡失
138.9487577,37.8640787,19442,8B578,補助点,206942.965,39484.28,2.797, 
138.9420367,37.8618043,19443,8B577,補助点,206687.722,38894.122,3.702, 
138.9424536,37.8573889,19444,8B576,補助点,206197.856,38933.134,3.055, 
138.9429638,37.8570729,19445,8B575,補助点,206163.001,38978.199,1.453, 
138.9418222,37.856732,19446,8B574,補助点,206124.691,38877.911,2.935, 
138.9491505,37.8707193,19447,8B573,補助点,207680.121,39515.301,24.893, 
138.9263093,37.8517686,19449,8B571,補助点,205567.493,37515.379,2.467, 
138.9534857,37.876759,19450,8A934,補助点,208352.289,39893.447,3.047, 
138.9539138,37.8772776,19451,8A933,補助点,208410.026,39930.829,2.81, 
138.9555535,37.8781812,19452,8A932,補助点,208511.016,40074.581,3.084, 
138.9562685,37.8783464,19453,8A931,補助点,208529.655,40137.396,2.928, 
138.9535743,37.8781393,19454,8A930,補助点,208505.511,39900.49,4.188, 
138.9540452,37.8783149,19455,8A929,補助点,208525.201,39941.82,4.199, 
138.9339344,37.8557648,20071,8B353,補助点,206014.095,38184.338,3.023, 
138.9326026,37.8550941,20072,8B352,補助点,205939.116,38067.48,2.449, 
138.9320022,37.8547317,20073,8B351,補助点,205898.644,38014.835,3.619, 
138.9531455,37.8758812,18836,8A962,補助点,208254.713,39863.99,3.273, 
138.9527725,37.8760201,18837,8A961,補助点,208269.976,39831.101,3.231, 
138.9525147,37.875972,18838,8A960,補助点,208264.521,39808.451,3.203, 
138.9520272,37.8757641,18839,8A959,補助点,208241.244,39765.677,3.204, 
138.9515976,37.875807,18840,8A958,補助点,208245.827,39727.861,3.41, 
138.951272,37.8759425,18841,8A957,補助点,208260.729,39699.146,3.351, 
138.9507343,37.8759603,18842,8A956,補助点,208262.466,39651.832,3.443, 
138.9503234,37.8758607,18843,8A955,補助点,208251.241,39615.733,3.572, 
138.9501663,37.8767088,18844,8A954,補助点,208345.296,39601.469,4.312, 
138.9497694,37.8766779,18845,8A953,補助点,208341.706,39566.567,5.138, 
138.9564065,37.8737912,18846,8A952,補助点,208024.155,40152.006,20.436,撤去及び亡失
138.955526,37.8745012,18847,8A951,補助点,208102.573,40074.156,17.847, 
138.9550373,37.8747589,18848,8A950,補助点,208130.968,40031.028,14.172, 
138.9544898,37.8751337,18849,8A949,補助点,208172.332,39982.656,9.601, 
138.9539059,37.875428,18850,8A948,補助点,208204.745,39931.136,5.62, 
138.9393391,37.8638955,19498,8B105,補助点,206918.699,38655.671,25.636,撤去及び亡失
138.9369119,37.8644223,19499,8B104,補助点,206976.153,38441.842,29.455, 
138.9375789,37.8642843,19500,8B103,補助点,206961.11,38500.608,29.843, 
138.9379989,37.864146,19501,8B102,補助点,206945.937,38537.623,30.111,撤去及び亡失
138.938383,37.8643408,19502,8B101,補助点,206967.713,38571.328,30.212,撤去及び亡失
138.9388278,37.8642711,19503,8B100,補助点,206960.167,38610.491,28.335,撤去及び亡失
138.9392736,37.8641779,19504,8B099,補助点,206950.008,38649.765,27.428,撤去及び亡失
138.9399494,37.86414,19505,8B098,補助点,206946.072,38709.244,25.306, 
138.9402214,37.8644414,19506,8B097,補助点,206979.649,38733.028,25.197, 
138.9411375,37.8649425,19507,8B096,補助点,207035.638,38813.363,24.826, 
138.9423576,37.8628429,19508,8B095,補助点,206803.12,38921.818,11.004, 
138.9425935,37.8630624,19509,8B094,補助点,206827.583,38942.459,13.136, 
138.9422058,37.8638889,19510,8B093,補助点,206919.146,38907.915,21.455, 
138.9415175,37.8645277,19511,8B092,補助点,206989.758,38847.014,26.32, 
138.9420921,37.8647496,19512,8B091,補助点,207014.62,38897.451,25.424, 
138.9426335,37.8649443,19513,8B090,補助点,207036.462,38944.982,23.032, 
138.9318486,37.8549079,20074,8B350,補助点,205918.148,38001.228,3.547, 
138.9332894,37.8567969,20075,8B349,補助点,206128.377,38127.041,3.499, 
138.9321519,37.8554439,20076,8B348,補助点,205977.75,38027.643,2.963, 
138.9313532,37.8563839,20077,8B347,補助点,206081.74,37956.871,2.296, 
138.931632,37.8565415,20078,8B346,補助点,206099.354,37981.331,2.133, 
138.9303885,37.8561122,20079,8B345,補助点,206051.206,37872.126,2.223, 
138.9315193,37.8567027,20080,8B344,補助点,206117.194,37971.339,2.225, 
138.9289504,37.8552738,20081,8B343,補助点,205957.572,37746.008,2.155, 
138.9277729,37.8547818,20082,8B342,補助点,205902.491,37642.64,2.729, 
138.9273007,37.8551962,20083,8B341,補助点,205948.293,37600.888,2.159, 
138.9271138,37.8553964,20084,8B340,補助点,205970.432,37584.34,2.394, 
138.9271012,37.8557415,20085,8B339,補助点,206008.735,37583.048,3.934, 
138.9262416,37.8564545,20086,8B338,補助点,206087.516,37507.047,12.33,撤去及び亡失
138.9260283,37.8573632,20087,8B337,補助点,206188.28,37487.81,22.252,撤去及び亡失
138.9266001,37.8575334,20088,8B336,補助点,206207.407,37538.042,21.756,撤去及び亡失
138.9280543,37.856411,20089,8B335,補助点,206083.425,37666.57,6.827, 
138.92732,37.8571921,20090,8B334,補助点,206169.81,37601.569,14.871, 
138.9273225,37.8576718,20091,8B333,補助点,206223.059,37601.543,21.087, 
138.9294897,37.855974,20092,8B332,補助点,206035.509,37793.102,1.941, 
138.9293471,37.8566653,20093,8B331,補助点,206112.168,37780.204,3.108, 
138.9298136,37.8568873,20094,8B330,補助点,206136.99,37821.146,3.485, 
138.9290739,37.8576884,20095,8B329,補助点,206225.605,37755.646,13.171,撤去及び亡失
138.9276688,37.8582983,20096,8B328,補助点,206292.721,37631.7,21.945, 
138.9279115,37.858522,20097,8B327,補助点,206317.64,37652.932,21.756, 
138.928828,37.8597898,20098,8B326,補助点,206458.722,37732.931,20.622, 
138.9270884,37.8596548,20099,8B325,補助点,206443.044,37579.93,18.883, 
138.9297066,37.8589267,20100,8B324,補助点,206363.297,37810.689,26.585, 
138.9315042,37.8583776,20101,8B323,補助点,206303.078,37969.149,12.473,撤去及び亡失
138.9310722,37.8584872,20102,8B322,補助点,206315.069,37931.077,14.398,撤去及び亡失
138.9308253,37.8586431,20103,8B321,補助点,206332.276,37909.261,16.48,撤去及び亡失
138.9304781,37.8586991,20104,8B320,補助点,206338.341,37878.684,19.212,撤去及び亡失
138.9430189,37.8650303,19514,8B089,補助点,207046.16,38978.856,21.427, 
138.9437486,37.8649168,19515,8B088,補助点,207033.879,39043.113,20.703, 
138.9440963,37.8648995,19516,8B087,補助点,207032.094,39073.715,18.961, 
138.9445631,37.8651474,19517,8B086,補助点,207059.803,39114.655,19.14, 
138.9446894,37.8655445,19518,8B085,補助点,207103.936,39125.552,21.801, 
138.944492,37.8663807,19519,8B084,補助点,207196.652,39107.74,24.813, 
138.9312704,37.8659017,19520,8B194,補助点,207138.033,37944.719,8.774, 
138.9297455,37.8650361,19521,8B193,補助点,207041.359,37810.986,5.791, 
138.9318359,37.8616073,19522,8B192,補助点,206661.655,37996.677,14.972, 
138.9311958,37.8622968,19523,8B190,補助点,206737.92,37939.99,10.234, 
138.9309295,37.8624848,19524,8B189,補助点,206758.679,37916.463,8.206, 
138.9304136,37.8627443,19525,8B188,補助点,206787.26,37870.942,4.069, 
138.9313856,37.8633343,19526,8B187,補助点,206853.142,37956.164,12.236, 
138.932064,37.8632958,19527,8B186,補助点,206849.143,38015.87,16.914, 
138.9321803,37.8639185,19528,8B185,補助点,206918.301,38025.787,18.028, 
138.9323308,37.86432,19529,8B184,補助点,206962.925,38038.829,15.911, 
138.9321406,37.8644955,19530,8B183,補助点,206982.325,38021.992,14.35, 
138.9315714,37.8644845,19531,8B182,補助点,206980.874,37971.927,10.463, 
138.9316239,37.8621444,19532,8B191,補助点,206721.18,37977.746,13.722, 
138.9268289,37.863154,20139,8B570,補助点,206831.286,37555.321,2.918, 
138.9190881,37.8479631,20141,8B568,補助点,205142.268,36881.802,2.829, 
138.9386351,37.8538042,19569,8B280,補助点,205798.432,38598.995,1.737, 
138.9389959,37.8540792,19570,8B279,補助点,205829.102,38630.607,2.149, 
138.9394044,37.8544141,19571,8B278,補助点,205866.439,38666.374,2.341, 
138.9356041,37.8558462,19572,8B277,補助点,206023.818,38331.218,4.49, 
138.9350276,37.8566936,19573,8B276,補助点,206117.623,38280.048,3.045, 
138.9347001,37.8572077,19574,8B275,補助点,206174.54,38250.966,4.832, 
138.9350913,37.8575066,19575,8B274,補助点,206207.878,38285.235,4.466, 
138.9354131,37.8577147,19576,8B273,補助点,206231.105,38313.44,4.681, 
138.93672,37.8585973,19577,8B272,補助点,206329.597,38427.984,4.637, 
138.9364332,37.859045,19578,8B271,補助点,206379.161,38402.514,6.296, 
138.918916,37.847773,20246,8B493,補助点,205121.099,36866.75,2.566, 
138.9421158,37.8533305,20189,8B077,補助点,205747.301,38905.547,1.701, 
138.9414787,37.8568226,20190,8B076,補助点,206134.609,38847.645,3.442, 
138.9423752,37.8568848,20191,8B075,補助点,206141.883,38926.496,1.914, 
138.9426223,37.8575792,20192,8B074,補助点,206219.041,38947.88,3.115, 
138.9410007,37.8584395,18970,8B247,補助点,206313.85,38804.738,1.654, 
138.9417258,37.8584927,18971,8B246,補助点,206320.056,38868.517,3.344, 
138.940262,37.8584164,18972,8B245,補助点,206310.988,38739.741,4.236, 
138.9409696,37.8598351,18973,8B244,補助点,206468.725,38801.261,2.923, 
138.9415293,37.8599541,18974,8B243,補助点,206482.163,38850.455,1.798, 
138.9413782,37.8606597,18975,8B242,補助点,206560.415,38836.786,2.381, 
138.9433763,37.860026,18976,8B241,補助点,206490.929,39012.932,2.182, 
138.9422312,37.8609281,18977,8B240,補助点,206590.564,38911.703,1.803, 
138.9443898,37.8608051,18978,8B239,補助点,206577.811,39101.709,3.463, 
138.9446684,37.8619177,18979,8B238,補助点,206701.409,39125.625,3.067, 
138.9443926,37.8621294,18980,8B237,補助点,206724.783,39101.243,2.679, 
138.9440463,37.8624246,18981,8B236,補助点,206757.404,39070.62,2.993, 
138.9454537,37.8636111,18982,8B235,補助点,206889.673,39193.825,2.927, 
138.9365115,37.8596827,18983,8B234,補助点,206449.978,38409.079,11.432, 
138.9366515,37.8594235,18984,8B233,補助点,206421.263,38421.521,10.013, 
138.9331973,37.853319,19606,8B362,補助点,205742.348,38120.721,2.451, 
138.9323195,37.8536425,19607,8B357,補助点,205777.892,38043.31,1.625, 
138.933253,37.8541134,19608,8B356,補助点,205830.532,38125.224,2.405, 
138.9329526,37.8545093,19609,8B355,補助点,205874.358,38098.584,3.491, 
138.934266,37.8554016,19610,8B354,補助点,205973.928,38213.69,3.81, 
138.9414432,37.8559945,20193,8B072,補助点,206042.682,38844.952,3.347, 
138.9417751,37.8565344,20194,8B071,補助点,206102.746,38873.871,3.202, 
138.9427374,37.8547877,20195,8B070,補助点,205909.28,38959.478,1.026, 
138.9438072,37.8554982,20196,8B069,補助点,205988.58,39053.238,1.056, 
138.9448282,37.8561777,20197,8B068,補助点,206064.427,39142.725,1.156, 
138.9449867,37.857588,20198,8B067,補助点,206221.014,39155.926,0.989, 
138.9442549,37.8582982,20199,8B066,補助点,206299.534,39091.156,2.205, 
138.9438937,37.8579565,20200,8B065,補助点,206261.454,39059.55,1.565, 
138.9484008,37.8604599,20201,8B064,補助点,206541.181,39454.812,1.33, 
138.9505965,37.8621165,20202,8B063,補助点,206725.977,39647.12,1.229, 
138.9465473,37.8626939,20203,8B062,補助点,206788.344,39290.539,0.887, 
138.946847,37.8624137,20204,8B061,補助点,206757.371,39317.054,0.784, 
138.9476827,37.8616396,20205,8B060,補助点,206671.811,39391.002,0.647, 
138.9473956,37.8619064,20206,8B059,補助点,206701.301,39365.592,0.613, 
138.9484543,37.8626295,20207,8B058,補助点,206782.002,39458.367,0.746, 
138.9489403,37.8629707,20208,8B057,補助点,206820.074,39500.94,0.653, 
138.9491456,37.8630572,20209,8B056,補助点,206829.762,39518.969,0.863, 
138.9483824,37.8637464,20210,8B055,補助点,206905.925,39451.442,1.021, 
138.948595,37.8639078,20211,8B054,補助点,206923.934,39470.06,1.962, 
138.9489824,37.8637631,20212,8B053,補助点,206908.038,39504.22,1.104, 
138.9494584,37.8633319,20213,8B052,補助点,206860.37,39546.339,0.89, 
138.9496186,37.8631247,20214,8B051,補助点,206837.458,39560.545,0.896, 
138.950128,37.8627166,20215,8B050,補助点,206792.372,39605.588,0.625, 
138.9494447,37.8637255,20216,8B049,補助点,206904.056,39544.925,2.922, 
138.9502789,37.8632015,20217,8B048,補助点,206846.254,39618.603,2.772, 
138.9310725,37.8645609,19649,8B181,補助点,206989.149,37927.982,7.717, 
138.954398,37.8714395,19650,8A979,補助点,207762.293,39976.573,20.435, 
138.9538292,37.8724022,19651,8A978,補助点,207868.897,39926.015,21.282, 
138.9534632,37.8722187,19652,8A977,補助点,207848.374,39893.913,21.337, 
138.9547779,37.8727713,19653,8A976,補助点,207910.265,40009.284,21.712, 
138.9543531,37.8727928,19654,8A975,補助点,207912.475,39971.895,23.133, 
138.9536436,37.8727303,19655,8A974,補助点,207905.226,39909.516,20.94, 
138.9459212,37.8736901,19656,8A973,補助点,208008.476,39229.615,6.086, 
138.9483513,37.8746313,19657,8A972,補助点,208113.967,39442.902,8.51, 
138.9199972,37.8483779,20247,8B492,補助点,205188.668,36961.603,2.963, 
138.9143171,37.8482316,20248,8B491,補助点,205170.193,36461.79,3.88, 
138.9147871,37.8484767,20249,8B490,補助点,205197.576,36503.034,4.343, 
138.9145182,37.849021,20250,8B489,補助点,205257.888,36479.109,3.873, 
138.9142293,37.8488737,20251,8B488,補助点,205241.423,36453.754,4.052, 
138.9137289,37.8494625,20252,8B487,補助点,205306.57,36409.429,5.409, 
138.9143025,37.84979,20253,8B486,補助点,205343.14,36459.745,5.035, 
138.9171298,37.8497536,20254,8B485,補助点,205340.205,36708.579,3.875, 
138.9173118,37.8501267,20255,8B484,補助点,205381.691,36724.404,3.676, 
138.9172532,37.8503415,20256,8B483,補助点,205405.506,36719.145,3.18, 
138.9168058,37.8502851,20257,8B482,補助点,205399.079,36679.795,3.077, 
138.9150424,37.8501497,20258,8B481,補助点,205383.35,36524.683,4.522, 
138.9156058,37.8504497,20259,8B480,補助点,205416.868,36574.114,4.158, 
138.9163755,37.8507611,20260,8B479,補助点,205451.727,36641.696,3.624, 
138.9168089,37.8509708,20261,8B478,補助点,205475.175,36679.73,4.49, 
138.9166939,37.8511977,20262,8B477,補助点,205500.311,36669.498,5.66, 
138.9163219,37.8521214,20263,8B476,補助点,205602.674,36636.305,15.031, 
138.9302098,37.8587924,20265,8B319,補助点,206348.597,37855.038,22.577, 
138.9298103,37.859159,20266,8B318,補助点,206389.116,37819.699,26.646, 
138.9296829,37.8595895,20267,8B317,補助点,206436.848,37808.269,25.399, 
138.9299329,37.8596662,20268,8B316,補助点,206445.457,37830.22,24.601, 
138.9298852,37.8598828,20269,8B315,補助点,206469.471,37825.918,24.765, 
138.9298062,37.8603387,20270,8B314,補助点,206520.037,37818.721,17.127,撤去及び亡失
138.9319892,37.859109,20271,8B313,補助点,206384.453,38011.446,19.389, 
138.9319464,37.85933,20272,8B312,補助点,206408.965,38007.56,19.125,撤去及び亡失
138.9314561,37.8600509,20273,8B311,補助点,206488.767,37964.053,19.207, 
138.9310758,37.8604625,20274,8B310,補助点,206534.298,37930.371,17.594, 
138.9304093,37.8610916,20275,8B309,補助点,206603.844,37871.413,9.782, 
138.9272923,37.8579496,20276,8B308,補助点,206253.87,37598.744,21.674, 
138.929501,37.8612823,20277,8B307,補助点,206624.633,37791.391,10.935, 
138.936921,37.8591461,20278,8B270,補助点,206390.586,38445.381,5.884, 
138.9368512,37.8548997,20279,8B269,補助点,205919.277,38441.443,1.965, 
138.9365838,37.85543,20280,8B268,補助点,205978.027,38417.643,2.319, 
138.937074,37.8556054,20281,8B267,補助点,205997.692,38460.681,2.772, 
138.9374616,37.8558508,20282,8B266,補助点,206025.083,38494.664,2.572, 
138.9381657,37.8555955,20283,8B265,補助点,205997.042,38556.755,2.038, 
138.937972,37.8560593,20284,8B264,補助点,206048.431,38539.472,2.189, 
138.9389193,37.8565353,20285,8B263,補助点,206101.659,38622.582,2.385, 
138.9400723,37.8570277,20286,8B262,補助点,206156.784,38723.782,2.854, 
138.9408016,37.8550694,20287,8B261,補助点,205939.748,38788.984,4.531, 
138.9403473,37.8551634,20288,8B260,補助点,205949.984,38748.953,3.288, 
138.9406611,37.8556745,20289,8B259,補助点,206006.848,38776.307,3.487, 
138.9402113,37.8558806,20290,8B258,補助点,206029.538,38736.614,3.028, 
138.939908,37.8559926,20291,8B257,補助点,206041.838,38709.861,3.359, 
138.9403782,37.8565817,20292,8B256,補助点,206107.408,38750.937,2.116, 
138.9408464,37.8571436,20294,8B255,補助点,206169.964,38791.83,2.339, 
138.941114,37.8574522,20295,8B254,補助点,206204.323,38815.223,2.813, 
138.9408641,37.8575236,20296,8B253,補助点,206212.147,38793.191,1.762, 
138.9409412,37.8577545,20297,8B252,補助点,206237.806,38799.85,2.125, 
138.9412058,37.8583167,20298,8B251,補助点,206300.316,38822.843,1.924, 
138.9402675,37.8575166,20299,8B250,補助点,206211.126,38740.707,3.031, 
138.9405428,37.8577879,20300,8B249,補助点,206241.348,38764.784,2.816, 
138.9466197,37.8640335,19092,8B045,補助点,206937.046,39296.194,3.263, 
138.9166119,37.8532429,20346,8B475,補助点,205727.268,36661.269,23.773, 
138.9155289,37.8527326,20347,8B474,補助点,205670.202,36566.21,23.816, 
138.9599215,37.8749402,20348,8B473,補助点,208153.196,40460.605,25.977, 
138.9131802,37.84921,20349,8B472,補助点,205278.331,36361.261,5.668, 
138.9129355,37.8490091,20350,8B471,補助点,205255.947,36339.823,4.069, 
138.9138576,37.8478404,20351,8B470,補助点,205126.597,36421.553,3.531, 
138.9243899,37.8504827,19765,8B421,補助点,205424.005,37347.118,2.961, 
138.9227938,37.849706,19766,8B420,補助点,205337.16,37207.044,2.864, 
138.9231846,37.8499086,19767,8B419,補助点,205359.809,37241.338,2.864, 
138.923726,37.8508421,19768,8B418,補助点,205463.627,37288.517,2.67, 
138.9160734,37.8470134,20354,8B467,補助点,205035.673,36616.969,3.488, 
138.9153452,37.8479271,20355,8B466,補助点,205136.795,36552.424,3.673, 
138.9156782,37.8479772,20356,8B465,補助点,205142.496,36581.703,3.75, 
138.9162774,37.8482307,20357,8B464,補助点,205170.854,36634.311,3.372, 
138.9158366,37.8472475,20358,8B463,補助点,205061.56,36596.001,3.474, 
138.9165923,37.847622,20359,8B462,補助点,205103.428,36662.32,3.233, 
138.9171495,37.8478472,20360,8B461,補助点,205128.631,36711.253,3.3, 
138.9177063,37.848025,20361,8B460,補助点,205148.599,36760.162,3.11, 
138.9186481,37.8486026,20362,8B459,補助点,205213.069,36842.77,2.71, 
138.9191087,37.848944,20363,8B458,補助点,205251.139,36883.127,2.737, 
138.9257738,37.8664065,20364,8B157,補助点,207191.843,37460.849,2.209,撤去及び亡失
138.9261385,37.8664793,20365,8B156,補助点,207200.064,37492.898,4.135,撤去及び亡失
138.9266213,37.8665621,20366,8B155,補助点,207209.44,37535.337,4.855,撤去及び亡失
138.9268908,37.8666379,20367,8B154,補助点,207217.974,37559.005,6.245,撤去及び亡失
138.9272436,37.8666422,20368,8B153,補助点,207218.594,37590.041,8.092,撤去及び亡失
138.9277533,37.8667512,20369,8B152,補助点,207230.891,37634.83,10.132,撤去及び亡失
138.928511,37.8662173,20370,8B151,補助点,207171.946,37701.763,4.625, 
138.928503,37.8667787,20371,8B150,補助点,207234.247,37700.771,7.529,撤去及び亡失
138.9284416,37.8670928,20372,8B149,補助点,207269.087,37695.214,10.474, 
138.9283178,37.8673648,20373,8B148,補助点,207299.227,37684.188,9.623, 
138.9280892,37.8676912,20374,8B147,補助点,207335.351,37663.906,9.853, 
138.9280308,37.8678913,20375,8B146,補助点,207357.537,37658.66,7.32, 
138.9288669,37.8672758,20376,8B145,補助点,207289.562,37732.547,9.173, 
138.9291805,37.8673088,20377,8B144,補助点,207293.35,37760.112,9.072, 
138.9294649,37.8673346,20378,8B143,補助点,207296.334,37785.13,9.109, 
138.9300727,37.8676218,20379,8B142,補助点,207328.455,37838.457,6.639, 
138.929986,37.8678655,20380,8B141,補助点,207355.465,37830.703,7.141, 
138.9299986,37.868206,20381,8B140,補助点,207393.257,37831.634,8.866, 
138.9470675,37.8644362,19167,8B044,補助点,206981.922,39335.383,3.07, 
138.947371,37.8644808,19168,8B043,補助点,206987.002,39362.065,2.946, 
138.9477171,37.8641374,19169,8B042,補助点,206949.038,39392.692,2.861, 
138.9480037,37.8641767,19170,8B041,補助点,206953.529,39417.893,2.977, 
138.9432381,37.8580113,19171,8B073,補助点,206267.269,39001.835,3.004, 
138.947874,37.8645776,19172,8B040,補助点,206997.962,39406.263,3.031, 
138.9485957,37.8645626,19173,8B039,補助点,206996.606,39469.772,2.945, 
138.9490389,37.8647812,19174,8B038,補助点,207021.04,39508.656,2.128, 
138.9490085,37.8645804,19175,8B037,補助点,206998.756,39506.081,3.228, 
138.9500009,37.8643688,19176,8B036,補助点,206975.684,39593.51,2.912, 
138.9508732,37.863918,19177,8B035,補助点,206926.026,39670.501,2.863, 
138.9514962,37.8633034,19178,8B034,補助点,206858.084,39725.655,3.162, 
138.9489703,37.8643536,19179,8B033,補助点,206973.562,39502.847,2.934, 
138.9498174,37.8640125,19180,8B032,補助点,206936.067,39577.569,2.786, 
