187767,7,206623
187768,206623,2692
187769,10,206624
187770,206624,2691
187771,98,206625
187772,206625,126
187773,87,206626
187774,206626,165
187775,110,206627
187776,206627,2094
187777,126,206628
187778,206628,98
187779,128,206629
187780,206629,174
187781,138,206630
187782,206630,177
187783,140,206631
187784,206631,161
187785,142,206632
187786,206632,162
187787,146,206633
187788,206633,177
187789,161,206634
187790,206634,140
187791,162,206635
187792,206635,142
187793,165,206636
187794,206636,87
187795,174,206637
187796,206637,128
187797,177,206638
187798,206638,138
187799,177,206639
187800,206639,146
187801,198,206640
187802,206640,343
187803,202,206641
187804,206641,264
187805,264,206642
187806,206642,202
187807,286,206643
187808,206643,308
187809,308,206644
187810,206644,286
187811,295,206645
187812,206645,617
187813,305,206646
187814,206646,625
187815,343,206647
187816,206647,198
187817,617,206648
187818,206648,295
187819,625,206649
187820,206649,305
187821,2094,206650
187822,206650,110
187823,2691,206651
187824,206651,10
187825,2692,206652
187826,206652,7
187827,3056,206653
187828,206653,3298
187829,3298,206654
187830,206654,3056
187831,3293,206655
187832,206655,4183
187833,4183,206656
187834,206656,3293
187835,6011,206657
187836,206657,6059
187837,6000,206658
187838,206658,6064
187839,6059,206659
187840,206659,6011
187841,6064,206660
187842,206660,6000
187843,6806,206661
187844,206661,7080
187845,7005,206662
187846,206662,7095
187847,6997,206663
187848,206663,7107
187849,7001,206664
187850,206664,7110
187851,7080,206665
187852,206665,6806
187853,7095,206666
187854,206666,7005
187855,7107,206667
187856,206667,6997
187857,7110,206668
187858,206668,7001
187859,7444,206669
187860,206669,7514
187861,7443,206670
187862,206670,7528
187863,7443,206671
187864,206671,7532
187865,7443,206672
187866,206672,7537
187867,7441,206673
187868,206673,7542
187869,7514,206674
187870,206674,7444
187871,7528,206675
187872,206675,7443
187873,7532,206676
187874,206676,7443
187875,7537,206677
187876,206677,7443
187877,7542,206678
187878,206678,7441
